colour,currency,description,image_urls,price,product_name
white,AUD,"This T-Shirt is made from  a newly sourced, premium  Linen Jersey that's even finer, and softer than our previous season. You'd be hard pressed to find a comfier Tee.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_81_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_82_0549f2c8-5a18-488d-a1ca-c58b0055ac2e_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_83_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_84_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_132_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_57_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_58_2000x.jpg?v=1580710822>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_59_2000x.jpg?v=1580710822,80.0,Superfine linen t-shirt
navy,AUD,This T-Shirt is made from our signature Linen Jersey.,https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_293_2000x.jpg?v=1580366513>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_294_2000x.jpg?v=1580366513>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_295_2000x.jpg?v=1580366513>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_296_2000x.jpg?v=1580366513,80.0,Linen t-shirt
white navy stripe,AUD,"Our Knitted T-Shirt is a unique staple for your summer wardrobe. A light weight woven linen, that will relax and contract after wash and wear. The best technique to lengthen at any point, is a quick run with a warm iron.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_176_2000x.jpg?v=1581651050>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_177_2000x.jpg?v=1581651050>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_178_2000x.jpg?v=1581651050>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_179_2000x.jpg?v=1581651050>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_172_b3786392-1b56-4eb1-a882-09ce26d73a6c_2000x.jpg?v=1581651050>>https://cdn.shopify.com/s/files/1/2129/8823/products/M_VENROY_CAMP_ECOMM_6_2000x.jpg?v=1581651074,120.0,Knitted stripe t-shirt
black,AUD,"Our signature soft Linen T-shirts work across any season. Longer sleeves to beat the chill whilst staying light weight to layer your looks.
 - Crewneck style.
 - Relaxed silhouette.
 - Will personalise fit with continued wear.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_69_07f635cb-eea8-4efe-ae06-707bd311670d_2000x.jpg?v=1582004714>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_AW20_32_2b483cf2-5be2-4d52-a305-784b0c8be90c_2000x.png?v=1594795527>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_70_2000x.jpg?v=1594795527>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_71_2000x.jpg?v=1594795527>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_72_2000x.jpg?v=1594795527,90.0,Long sleeve linen t-shirt
taupe white tip,AUD,The Zip Collar T-Shirt is a clear statement piece with the luxury and comfort of knitted linen.,https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_3_18_2000x.jpg?v=1591851003>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_3_20_2000x.jpg?v=1591851003>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_3_21_2000x.jpg?v=1591851003>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_3_19_2000x.jpg?v=1591851003>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_3_16_2000x.jpg?v=1591851003>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_3_17_2000x.jpg?v=1591851003,125.0,Knitted zip collar t-shirt
taupe,AUD,"Technical leisure. Japanese Nylon with built in adjustable belt.
 - Hidden belt built in with adjustable cord
 - Four working pockets, single button on rear
 - Straight hem
 - Slim fit straight leg",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_14_2000x.jpg?v=1595905429>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_14_44d2a5fc-57aa-45b7-8613-01db3172cdcd_2000x.png?v=1595905429>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_15_2000x.jpg?v=1595904249>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_16_2000x.jpg?v=1595904249>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_24_2000x.jpg?v=1595904249,180.0,Nylon trouser
white,AUD,"Our signature soft Linen T-shirts work across any season. Longer sleeves to beat the chill whilst staying light weight to layer your looks.
 - Crewneck style.
 - Relaxed silhouette.
 - Will personalise fit with continued wear.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_40_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_41_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_42_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_43_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_W_118_ee34741d-b27c-42e1-837f-088ae2488dd9_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_W_119_cf08c799-8bf9-4441-a2b8-c19d1ba5d672_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_W_120_fc1fc120-3f87-4bd8-bba9-8c0cd2ea44fc_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_MENS_HS_92_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_MENS_HS_93_2000x.jpg?v=1590481860>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_MENS_HS_94_2000x.jpg?v=1590481860,90.0,Superfine linen long sleeve t-shirt
white,AUD,"Signature OG Venroy linen lounge short
 - Woven cotton cord drawstring
 - Elasticated waist
 - Relaxed leg
 - Slight extra length on leg
 - Functional side pockets",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_10_2000x.jpg?v=1590465628>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_11_2000x.jpg?v=1590465628>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_12_2000x.jpg?v=1590465628,75.0,Original lounge short
grey marl,AUD,"Our signature soft Linen T-shirts work across any season. Longer sleeves to beat the chill whilst staying light weight to layer your looks.
 - Crewneck style.
 - Relaxed silhouette.
 - Will personalise fit with continued wear.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_277_2000x.jpg?v=1582004668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_278_2000x.jpg?v=1582004668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_279_2000x.jpg?v=1582004668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_280_2000x.jpg?v=1582004668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_281_6a822b94-d2cb-4282-aaf7-7ba1feb2971d_2000x.jpg?v=1582004669,90.0,Long sleeve linen t-shirt
navy,AUD,"Refined retro in our Terry Towel Tee.
 - True to size fit
 - Slight give in fabric
 - V logo flag tag bottom left seam",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_1_2000x.jpg?v=1590813322>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_2_2000x.jpg?v=1590813322>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_3_2000x.jpg?v=1590813322>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_4_2000x.jpg?v=1590813322>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_9_2000x.jpg?v=1590813352>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_10_2000x.jpg?v=1590813352>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_11_2000x.jpg?v=1590813353>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_12_2000x.jpg?v=1590813353>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_13_2000x.jpg?v=1590813353,90.0,Terry towel t-shirt
